set,path,file_kg,folder_kg,folder_id,folder
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_37.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_33.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_27.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_26.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_32.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_18.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_24.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_30.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_31.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_25.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_19.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_14.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_28.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_29.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_15.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_17.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_16.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_12.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_13.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_39.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_11.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_10.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_38.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_7.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_88.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_63.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_77.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_126.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_127.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_76.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_62.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_89.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_6.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_4.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_74.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_60.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_48.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_125.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_119.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_118.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_124.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_49.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_61.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_75.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_5.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_1.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_59.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_71.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_65.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_108.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_120.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_121.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_109.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_64.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_70.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_58.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_99.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_2.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_66.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_72.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_123.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_122.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_73.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_67.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_3.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/178.54_127/178.54kg_98.png,178.54,178.54,127,178.54_127
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_88.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_77.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_63.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_101.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_114.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_100.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_62.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_76.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_89.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_60.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_74.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_48.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_102.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_103.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_49.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_75.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_61.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_59.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_65.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_71.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_113.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_107.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_106.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_112.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_70.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_64.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_58.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_99.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_72.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_66.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_104.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_110.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_111.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_105.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_67.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_73.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_98.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_14.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_28.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_29.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_15.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_17.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_16.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_9.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_12.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_13.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_8.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_39.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_11.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_10.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_38.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_6.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_35.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_21.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_20.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_34.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_7.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_5.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_22.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_36.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_37.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_23.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_4.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_27.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_33.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_32.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_26.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_1.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_3.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_18.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_30.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_24.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_25.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_31.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_19.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_2.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_95.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_81.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_56.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_42.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_108.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_109.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_43.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_57.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_80.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_94.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_82.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_96.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_41.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_55.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_69.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_68.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_54.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_40.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_97.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_83.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_87.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_93.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_78.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_44.png,112.7,112.7,114,112.7_114
rgb9579,data/PigRGB-Weight/RGB_9579/fold1/112.7_114/112.7kg_50.png,112.7,112.7,114,112.7_114
